System,3wrobotNI
Controller,lqr
dt,0.1
state_init,[-3.   -3.    1.57]
Nactor,10
pred_step_size_multiplier,5.0
buffer_size,25
run_obj_struct,quadratic
R1_diag,"[100, 100, 10, 10, 5]"
R2_diag,"[1, 10, 1, 0, 0]"
Ncritic,25
gamma,0.9
critic_period_multiplier,1.0
critic_struct,quadratic
actor_struct,quad-nomix
t [s],x [m],y [m],alpha [rad],run_obj,accum_obj,v [m/s],omega [rad/s]
3.4110999999999962,-1.6338933898674184,-0.07407800997494708,-0.08425467262898508,463.3444154107646,19375.810093151707,4.4140644880869875,0.4299436616187899
3.461099999999996,-1.5241905361351378,-0.08213338930770657,-0.06254896849871938,428.7933029536488,19418.68942344707,4.4140644880869875,0.4299436616187899
3.511099999999996,-1.4143401987234716,-0.08782877320755433,-0.041051785417779964,347.4855572883212,19453.437979175902,3.8209279038491957,0.3651288048067138
3.5610999999999957,-1.3043960883692614,-0.09130725917414313,-0.022499964970618472,317.64517526196124,19485.2024967021,3.8209279038491957,0.3651288048067138
3.6110999999999955,-1.194407449889663,-0.09277808684846105,-0.004243524730282847,248.0612566944688,19510.008622371544,3.2267659209346053,0.2895515702872456
3.6610999999999954,-1.0844081369176624,-0.09241071307265622,0.010578481285144667,222.9885774173748,19532.307480113283,3.2267659209346053,0.2895515702872456
3.711099999999995,-0.9744265570008477,-0.0904509341235902,0.025056059799506897,165.29594483709081,19548.83707459699,2.6324738738647664,0.21053795986601445
3.761099999999995,-0.8644778588974033,-0.08707668534166658,0.035943045861133505,145.0241689193792,19563.33949148893,2.6324738738647664,0.21053795986601445
3.811099999999995,-0.754571741793769,-0.08254527446089856,0.04646994385443419,99.28650004102899,19573.26814149303,2.0385224334839225,0.1341229145879037
3.8610999999999946,-0.6520381196620213,-0.07739943378042202,0.05352433523288324,84.78876862807255,19581.747018355836,2.0385224334839225,0.1341229145879037
3.9110999999999945,-0.5502770117492957,-0.07160527625968405,0.0602304809622784,52.952213804316486,19587.042239736267,1.4866075297423749,0.0673894595374358
3.9610999999999943,-0.473579355927657,-0.06683204073875071,0.06390407775773954,45.03795628570772,19591.546035364838,1.4866075297423749,0.0673894595374358
4.011099999999995,-0.39940883786639,-0.06196029649599713,0.06727355073461135,28.027134837087853,19594.348748848548,1.0790277862603936,0.021062216493839797
4.061099999999994,-0.34372875810521447,-0.058168948885113717,0.06853778831796556,23.84551058060861,19596.73329990661,1.0790277862603936,0.021062216493839797
4.111099999999994,-0.2899059910649019,-0.05444579324548206,0.06959089914265755,14.883681290074062,19598.221668035618,0.7831990434498849,-0.007240653089363982
4.161099999999994,-0.24949572398924713,-0.05163110034402652,0.06935785091988364,12.67376334790155,19599.489044370406,0.7831990434498849,-0.007240653089363982
4.211099999999994,-0.21042943336229505,-0.048924298900778415,0.06899581826541544,7.949312179329685,19600.28397558834,0.568488185834542,-0.022389420730014323
4.261099999999994,-0.18109551554364267,-0.04691114461066455,0.06794538458144374,6.780084481866858,19600.961984036527,0.568488185834542,-0.022389420730014323
