System,3wrobotNI
Controller,lqr
dt,0.1
state_init,[-3.   -3.    1.57]
Nactor,10
pred_step_size_multiplier,5.0
buffer_size,25
run_obj_struct,quadratic
R1_diag,"[100, 100, 10, 10, 5]"
R2_diag,"[1, 10, 1, 0, 0]"
Ncritic,25
gamma,0.9
critic_period_multiplier,1.0
critic_struct,quadratic
actor_struct,quad-nomix
t [s],x [m],y [m],alpha [rad],run_obj,accum_obj,v [m/s],omega [rad/s]
0.0001,-3.0,-3.0,1.57,1824.6490000000001,182.46490000000003,0.0,0.0
0.0011,-3.0,-3.0,1.57,1824.6490000000001,364.92980000000006,0.0,0.0
0.0111,-3.0,-3.0,1.57,1824.6490000000001,547.3947000000001,0.0,0.0
0.0611,-3.0,-3.0,1.57,1824.6490000000001,729.8596000000001,0.0,0.0
0.1111,-3.0,-3.0,1.57,2614.9837744807783,991.3579774480779,8.104686356149495,5.166727497463368
0.16110000000000002,-3.0062008533606512,-2.8990495440982724,1.6990572916666666,2563.375914272706,1247.6955688753485,8.104686356149495,5.166727497463368
0.2111,-3.0279565112443665,-2.791316666212927,1.8410572916666665,2474.0397624094317,1495.0995451162917,8.180212607898731,3.8727025004941384
0.2611,-3.0647399056616047,-2.687747059075708,1.9830572916666664,2445.1345629037264,1739.6130014066644,8.180212607898731,3.8727025004941384
0.3111,-3.115810581713803,-2.590425593432288,2.1250572916666663,2428.6016460995224,1982.4731660166167,8.417555836653989,2.570309900230559
0.3611,-3.179664980849158,-2.500935703029206,2.254801843122456,2428.9211191779436,2225.365277934411,8.417555836653989,2.570309900230559
0.41109999999999997,-3.254453856140805,-2.420375294448304,2.383317338133984,2484.9208949189815,2473.8573674263093,8.79210925486077,1.4239649791936404
0.46109999999999995,-3.33748586298266,-2.3479504126959583,2.459739815249433,2508.8217349999904,2724.7395409263086,8.79210925486077,1.4239649791936404
0.5111,-3.4252853104822565,-2.281722424288724,2.5309380642091153,2616.3088962874417,2986.3704305550527,9.25362104059486,0.64400773887629
0.5611,-3.5167052765836537,-2.220386113823902,2.5666929437845845,2653.98092982613,3251.7685235376657,9.25362104059486,0.64400773887629
0.6111000000000001,-3.609969387076876,-2.162070076367796,2.598893330728399,2789.3771186336485,3530.7062354010304,9.752556545852997,0.11701479588283314
0.6611000000000001,-3.704503412028,-2.1057425155823455,2.6071457310700366,2834.913849909062,3814.1976203919367,9.752556545852997,0.11701479588283314
0.7111000000000002,-3.799327333193326,-2.0499895832966293,2.612996470864178,2985.858119699039,4112.783432361841,10.264118799959137,-0.2548407727764062
0.7611000000000002,-3.8940717489427388,-1.994060409988222,2.601949086509612,3035.55462744161,4416.3388951060015,10.264118799959137,-0.2548407727764062
0.8111000000000003,-3.988077208782453,-1.9369393997672453,2.589207047870792,3194.9274151763743,4735.831636623639,10.774038313763151,-0.536481460350618
0.8611000000000003,-4.081018287713201,-1.8780840472542462,2.5636664936117373,3246.152931875586,5060.446929811197,10.774038313763151,-0.536481460350618
0.9111000000000004,-4.17233704552183,-1.8167639122029748,2.536842420594206,3408.7587635630975,5401.322806167507,11.271827708699114,-0.7693265283576577
0.9611000000000004,-4.261677900276364,-1.7525877298551036,2.499437237064376,3459.3184081566483,5747.254646983172,11.271827708699114,-0.7693265283576577
1.0111000000000003,-4.348477960548427,-1.6850284401785667,2.460970910646493,3620.2964708791665,6109.284294071089,11.74768333229101,-0.9791745638242304
1.0611000000000004,-4.432313025788442,-1.6138190344290992,2.4129685211585796,3668.079785177061,6476.092272588795,11.74768333229101,-0.9791745638242304
1.1111000000000004,-4.512557698290298,-1.5385968582011909,2.364009792967368,3822.103523115592,6858.302624900354,12.190954936223362,-1.1814017340674376
1.1611000000000005,-4.588698351846229,-1.4592212292942468,2.305861314461719,3864.890252897818,7244.791650190136,12.190954936223362,-1.1814017340674376
1.2111000000000005,-4.660016090682596,-1.3754939208219086,2.2467912277583473,4005.7418012489047,7645.365830315027,12.589322943197205,-1.383995823158251
1.2611000000000006,-4.725902607028613,-1.2874283044314507,2.178514716954364,4041.109716610688,8049.476801976096,12.589322943197205,-1.383995823158251
1.3111000000000006,-4.785538743695035,-1.1950231992804021,2.1093149257964514,4161.506737609237,8465.62747573702,12.928430187616382,-1.5890513185037234
1.3611000000000006,-4.838238395663739,-1.0984942830468705,2.0307968575714073,4186.833896708265,8884.310865407846,12.928430187616382,-1.5890513185037234
1.4111000000000007,-4.883107785054121,-0.9980932177196515,1.9513442916462211,4278.543062553986,9312.165171663244,13.19201901371155,-1.7932534319442603
1.4611000000000007,-4.9194333538624795,-0.8942963648402774,1.8626122286389064,4291.124740206039,9741.277645683847,13.19201901371155,-1.7932534319442603
1.5111000000000008,-4.946317272537825,-0.787670145273747,1.7729495570416933,4345.4789370721755,10175.825539391066,13.362783370640987,-1.9878510915599539
1.5611000000000008,-4.9631129328991905,-0.6789997500667193,1.674443840756215,4342.788240206524,10610.104363411718,13.362783370640987,-1.9878510915599539
1.6111000000000009,-4.969042248998884,-0.5692050084518729,1.5750512861782173,4351.730572354515,11045.27742064717,13.424176306196888,-2.1587075029638223
1.661100000000001,-4.963663919983536,-0.4593854287537763,1.4678945535299135,4331.83177788793,11478.460598435962,13.424176306196888,-2.1587075029638223
1.711100000000001,-4.946487304163833,-0.3507888298157748,1.3599591783817222,4289.491846721711,11907.409783108133,13.363242721640761,-2.287157683259561
1.761100000000001,-4.917434399809046,-0.24475430640934032,1.2461866791549876,4251.554398801474,12332.56522298828,13.363242721640761,-2.287157683259561
1.811100000000001,-4.8764728322237305,-0.14272995136971606,1.1318287949920094,4156.082866954841,12748.173509683764,13.17409427648543,-2.3524026204047037
1.861100000000001,-4.824009339532713,-0.04611841903626826,1.014506004180118,4100.848116472196,13158.258321330983,13.17409427648543,-2.3524026204047037
1.9111000000000011,-4.760571465742889,0.043668511068510246,0.8968858731598827,3955.865124870487,13553.844833818031,12.860979535293305,-2.335738605794024
1.9611000000000012,-4.6870627030243845,0.12541643906088742,0.7800230000952629,3885.8392855789875,13942.42876237593,12.860979535293305,-2.335738605794024
2.011100000000001,-4.604529298862678,0.19804212736409033,0.6632360698055616,3700.6553716316894,14312.4942995391,12.439421928327288,-2.2259064153601877
2.061100000000001,-4.514229945459021,0.26076332563108623,0.5514402117113567,3619.833290277442,14674.477628566843,12.439421928327288,-2.2259064153601877
2.111100000000001,-4.417524759925939,0.31306650312784934,0.44014489094334774,3407.921987811746,15015.269827348018,11.934217549907757,-2.023643411389717
2.1611000000000007,-4.315765108327444,0.3547323559042479,0.3380409488713927,3321.040216856904,15347.37384903371,11.934217549907757,-2.023643411389717
2.2111000000000005,-4.210323403327846,0.38590489545582013,0.2368587783019072,3097.109477751843,15657.084796808893,11.374450213975688,-1.7431411501336265
2.2611000000000003,-4.102366844421639,0.40689069945027123,0.14842339017752265,3008.691553826989,15957.953952191592,11.374450213975688,-1.7431411501336265
2.3111,-3.9930054974201403,0.41839887331270775,0.061266332670841625,2785.553338508025,16236.509286042394,10.787352391656649,-1.4093285417780301
2.3611,-3.883043992824207,0.4210939950218586,-0.010721375836346844,2699.1369806753164,16506.422984109926,10.787352391656649,-1.4093285417780301
2.4111,-3.773182855903795,0.4160418146461928,-0.0811878029252481,2485.672550995568,16754.99023920948,10.193487870499911,-1.0521141743936193
2.4610999999999996,-3.6638300813679145,0.40406100178219945,-0.13542144170462345,2403.481676338587,16995.33840684334,10.193487870499911,-1.0521141743936193
2.5110999999999994,-3.55527797770623,0.38635081753457085,-0.18802715042430423,2204.254443996338,17215.763851242973,9.604804306077854,-0.700199832276591
2.5610999999999993,-3.4476161380767,0.36372500044292544,-0.22464091833684408,2127.31398317544,17428.495249560518,9.604804306077854,-0.700199832276591
2.611099999999999,-3.3408307704602396,0.3373498340958459,-0.2596509099506735,1943.4689990341144,17622.84214946393,9.02546185451756,-0.37674433462803975
2.661099999999999,-3.2348179374704698,0.3079474115311077,-0.2799622077260467,1871.9709564043771,17810.039245104366,9.02546185451756,-0.37674433462803975
2.7110999999999987,-3.1293932138233127,0.27655840309802465,-0.2987994244574486,1702.6425754139923,17980.303502645766,8.454250161033285,-0.09763492752574598
2.7610999999999986,-3.0243767954104603,0.2437834680476046,-0.30495315380881144,1636.3496229999137,18143.938464945757,8.454250161033285,-0.09763492752574598
2.8110999999999984,-2.919533115432782,0.21050015783491513,-0.30983490018509874,1479.9355996511024,18291.932024910868,7.887300068991331,0.12822352245342206
2.861099999999998,-2.814690774953163,0.17718663162732506,-0.304453026894364,1418.492072700897,18433.781232180958,7.887300068991331,0.12822352245342206
2.911099999999998,-2.7096445735797037,0.14454840049637208,-0.29804185077169293,1273.5020614802816,18561.131438328986,7.320273135168433,0.2976537504823905
2.961099999999998,-2.6042777140425164,0.11294797874511445,-0.2839313062138513,1216.6151121531632,18682.792949544302,7.320273135168433,0.2976537504823905
3.0110999999999977,-2.4984565418426046,0.08292038850362188,-0.26904861868973184,1082.0771619769614,18791.000665741998,6.749735548701209,0.41180150077312855
3.0610999999999975,-2.3921330469177935,0.05471870938011927,-0.24897874824224422,1029.586571456209,18893.95932288762,6.749735548701209,0.41180150077312855
3.1110999999999973,-2.28525343287312,0.02871254427286253,-0.22838867320358786,905.1226716933239,18984.47159005695,6.173754105916684,0.4749513583338267
3.161099999999997,-2.177830423385121,0.00505105984771987,-0.20492889760650917,856.9973367206292,19070.171323729013,6.173754105916684,0.4749513583338267
3.211099999999997,-2.069876466653323,-0.016052840031173205,-0.18118132968981793,742.7045467208886,19144.441778401102,5.591899852733216,0.49360151150459974
3.261099999999997,-1.9614449203329756,-0.03454602131215454,-0.15658624830221524,699.0028047312028,19214.342058874223,5.591899852733216,0.49360151150459974
3.3110999999999966,-1.8525900834768858,-0.05035773606701542,-0.13190617272698535,595.2569905788478,19273.86775793211,5.004887191030855,0.47569913758524196
3.3610999999999964,-1.743382765407979,-0.06351835960417088,-0.1080396295082471,556.0789367852244,19329.47565161063,5.004887191030855,0.47569913758524196
